delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_minutes,expected_time_minutes,delayed,delivery_status,delivery_rating,delivery_cost,Traffic_Level,Peak_Hour,Rider_Workload,ETA_Minutes,Delay_Risk,Delivery_Intelligence_Score
4694,amazon logistics,clothing,EV Scooter,Scheduled,central,cold,1.89,3.42,13,14,no,delivered,4,35.12,Low,Yes,5,14,Low,97
4695,xpressbees,automobile parts,Bike,Scheduled,south,stormy,0.93,7.5,8,10,yes,failed,1,27.44,Low,No,1,10,Low,100
4696,amazon logistics,groceries,Scooter,Scheduled,west,stormy,8.27,4.31,33,27,no,delivered,5,86.16,Medium,No,1,27,Medium,87
4697,delhivery,automobile parts,Scooter,Priority,west,hot,2.4,6.88,24,23,no,delivered,4,47.2,High,Yes,2,23,Low,91
4698,delhivery,documents,Scooter,Instant,east,cold,4.05,7.42,33,23,no,delivered,5,60.4,High,No,2,23,High,73
4699,ekart,groceries,Scooter,Scheduled,east,cold,7.7,6.57,30,30,yes,delayed,3,89.6,High,No,3,30,Low,92
4700,delhivery,clothing,EV Scooter,Priority,central,foggy,8.6,3.67,25,27,yes,delayed,2,88.8,Medium,No,1,27,Low,100
4701,amazon logistics,fragile items,Scooter,Instant,central,stormy,1.57,1.45,23,15,yes,delayed,3,32.56,Medium,No,1,15,Medium,83
4702,delhivery,pharmacy,Scooter,Priority,central,stormy,1.02,2.2,24,18,yes,delayed,3,36.16,High,No,2,18,Medium,81
4703,fedex,electronics,EV Scooter,Scheduled,south,rainy,9.51,6.81,34,28,yes,delayed,2,96.08,Low,Yes,5,28,Medium,83
4704,amazon logistics,cosmetics,EV Scooter,Instant,south,stormy,9.3,1.52,39,30,no,delivered,5,102.4,High,Yes,5,30,High,72
4705,xpressbees,fragile items,Scooter,Scheduled,north,foggy,8.75,4.33,39,30,no,delivered,4,98,High,Yes,3,30,High,74
4706,ekart,cosmetics,Scooter,Instant,central,hot,8.29,6.75,39,30,no,delivered,4,94.32,High,No,4,30,High,73
4707,fedex,fragile items,EV Scooter,Scheduled,west,cold,0.63,5.85,13,12,no,delivered,4,25.04,Low,Yes,2,12,Low,96
4708,fedex,documents,Bike,Instant,central,hot,7.09,6.55,30,28,no,delivered,5,76.72,Medium,Yes,4,28,Low,92
4709,xpressbees,groceries,Scooter,Priority,west,rainy,1.56,2.34,9,11,no,delivered,3,32.48,Low,No,1,11,Low,100
4710,dhl,fragile items,Bike,Scheduled,south,cold,4.78,6.54,28,28,no,delivered,3,66.24,High,Yes,2,28,Low,93
4711,ekart,pharmacy,EV Scooter,Scheduled,south,rainy,0.72,1.28,19,13,no,delivered,5,25.76,Medium,No,3,13,Medium,85
4712,amazon logistics,pharmacy,Bike,Instant,south,foggy,2.49,0.45,29,23,yes,failed,2,47.92,High,Yes,4,23,Medium,79
4713,amazon logistics,cosmetics,EV Scooter,Scheduled,west,stormy,5.61,4.27,24,25,no,delivered,4,64.88,Medium,Yes,4,25,Low,98
4714,fedex,pharmacy,EV Scooter,Scheduled,east,stormy,2.44,4.75,18,20,no,delivered,3,47.52,High,No,3,20,Low,96
4715,delhivery,clothing,EV Scooter,Priority,central,hot,5.47,7.55,32,25,no,delivered,5,63.76,Medium,Yes,2,25,Medium,84
4716,fedex,clothing,Bike,Priority,west,foggy,2.96,0.77,15,17,no,delivered,3,43.68,Medium,No,1,17,Low,100
4717,ecom express,fragile items,EV Scooter,Instant,south,stormy,5.09,1.46,26,21,no,delivered,4,60.72,Medium,No,1,21,Medium,89
4718,ecom express,documents,EV Scooter,Priority,central,hot,7.43,7.76,34,29,yes,delayed,3,87.44,High,No,3,29,Medium,82
4719,dhl,pharmacy,EV Scooter,Instant,east,stormy,1.84,4.73,17,18,no,delivered,4,34.72,Medium,Yes,3,18,Low,99
4720,blue dart,furniture,Bike,Instant,south,hot,7.14,1.72,33,25,no,delivered,4,77.12,Medium,No,3,25,Medium,81
4721,shadowfax,pharmacy,Scooter,Priority,south,cold,0.67,3.63,16,16,no,delivered,5,25.36,Medium,Yes,5,16,Low,95
4722,amazon logistics,documents,Scooter,Instant,west,cold,6.04,7.77,21,22,no,delivered,4,68.32,Low,Yes,5,22,Low,97
4723,ecom express,documents,Scooter,Priority,north,stormy,6.8,7.95,21,20,yes,delayed,3,74.4,Low,No,2,20,Low,96
4724,delhivery,cosmetics,Scooter,Instant,west,cold,0.91,7.87,23,14,no,delivered,5,27.28,Medium,No,2,14,High,80
4725,ekart,clothing,Scooter,Scheduled,north,foggy,2.12,1.04,14,15,yes,delayed,3,36.96,Low,Yes,5,15,Low,97
4726,fedex,documents,Bike,Scheduled,west,stormy,3.2,1.36,19,17,yes,delayed,2,45.6,Low,Yes,2,17,Low,94
4727,delhivery,automobile parts,Bike,Priority,west,clear,8,7.11,28,29,no,delivered,5,84,Medium,Yes,4,29,Low,98
4728,amazon logistics,clothing,Scooter,Instant,east,clear,6.37,2.13,28,30,no,delivered,4,78.96,High,Yes,1,30,Low,98
4729,blue dart,pharmacy,Scooter,Priority,north,foggy,1,2.53,19,10,no,delivered,4,28,Low,No,1,10,High,81
4730,shadowfax,clothing,EV Scooter,Priority,east,stormy,6.72,2.61,25,27,yes,delayed,2,73.76,Medium,Yes,4,27,Low,100
4731,ecom express,cosmetics,EV Scooter,Scheduled,central,foggy,0.58,1.22,22,13,no,delivered,4,24.64,Medium,No,2,13,High,80
4732,xpressbees,clothing,Scooter,Scheduled,south,stormy,4.19,5.58,20,20,no,delivered,5,53.52,Medium,No,1,20,Low,99
4733,xpressbees,pharmacy,Scooter,Priority,central,rainy,3.08,0.64,27,22,yes,delayed,2,52.64,High,No,4,22,Medium,81
4734,ekart,groceries,EV Scooter,Scheduled,north,clear,8.59,7.04,35,30,no,delivered,4,96.72,High,No,4,30,Medium,81
4735,amazon logistics,cosmetics,Scooter,Scheduled,central,hot,6.77,2.56,31,27,no,delivered,5,74.16,Medium,Yes,3,27,Medium,89
4736,dhl,electronics,EV Scooter,Instant,south,rainy,8.71,1.15,36,28,yes,delayed,3,89.68,Medium,No,2,28,Medium,82
4737,delhivery,furniture,Scooter,Instant,west,rainy,0.68,6.65,22,17,no,delivered,5,33.44,High,No,2,17,Medium,83
4738,dhl,furniture,EV Scooter,Instant,south,cold,8.74,6.64,29,28,yes,delayed,2,89.92,Medium,No,1,28,Low,97
4739,dhl,documents,Bike,Scheduled,west,clear,6.67,2.23,28,27,no,delivered,4,73.36,Medium,Yes,3,27,Low,95
4740,fedex,documents,EV Scooter,Scheduled,west,foggy,2.7,5.15,19,13,no,delivered,5,41.6,Low,No,2,13,Medium,86
4741,ekart,cosmetics,Scooter,Priority,east,stormy,4.12,0.96,18,19,no,delivered,4,52.96,Medium,No,4,19,Low,98
4742,fedex,furniture,EV Scooter,Priority,central,cold,9.78,1.56,31,26,no,delivered,5,98.24,Low,No,2,26,Medium,88
4743,dhl,pharmacy,EV Scooter,Priority,central,foggy,1.45,4.17,29,22,no,delivered,3,39.6,High,Yes,2,22,Medium,79
4744,ekart,automobile parts,Bike,Priority,north,rainy,3.5,1.3,19,18,yes,delayed,2,48,Medium,No,5,18,Low,93
4745,xpressbees,groceries,Scooter,Scheduled,central,rainy,8.73,4.62,24,24,yes,delayed,2,89.84,Low,No,5,24,Low,95
4746,ekart,fragile items,Scooter,Priority,west,cold,5.55,6.58,25,18,no,delivered,5,64.4,Low,No,4,18,Medium,82
4747,xpressbees,automobile parts,EV Scooter,Scheduled,east,rainy,2.27,1.07,14,15,no,delivered,5,38.16,Low,Yes,1,15,Low,100
4748,ekart,pharmacy,Bike,Instant,north,hot,5.26,4.81,24,17,no,delivered,5,62.08,Low,No,2,17,Medium,84
4749,amazon logistics,clothing,Scooter,Instant,west,cold,4.85,3.53,19,17,no,delivered,3,58.8,Low,No,1,17,Low,95
4750,dhl,groceries,EV Scooter,Priority,south,hot,9.3,5.66,34,30,no,delivered,3,94.4,Medium,Yes,4,30,Medium,88
4751,delhivery,electronics,EV Scooter,Scheduled,north,stormy,0.7,5.74,10,12,no,delivered,4,25.6,Low,Yes,5,12,Low,99
4752,blue dart,cosmetics,Scooter,Scheduled,north,stormy,2.85,0.44,30,21,yes,delayed,2,50.8,High,No,2,21,High,75
4753,amazon logistics,documents,Scooter,Instant,north,foggy,5.53,6.46,28,18,no,delivered,4,64.24,Low,No,4,18,High,76
4754,amazon logistics,automobile parts,Bike,Instant,south,stormy,3.67,7.12,23,18,yes,delayed,3,49.36,Low,Yes,4,18,Medium,86
4755,blue dart,pharmacy,Bike,Instant,north,hot,4.24,5.06,25,27,no,delivered,3,61.92,High,Yes,4,27,Low,95
4756,shadowfax,furniture,Bike,Priority,central,hot,1.99,0.77,18,15,no,delivered,5,35.92,Low,Yes,3,15,Low,91
4757,shadowfax,clothing,Bike,Instant,south,clear,3.79,3.43,24,18,no,delivered,5,50.32,Low,Yes,4,18,Medium,84
4758,blue dart,electronics,Scooter,Scheduled,east,rainy,3.84,6.93,23,19,no,delivered,4,50.72,Medium,No,5,19,Medium,87
4759,fedex,cosmetics,Bike,Scheduled,west,hot,6.44,1.94,27,27,no,delivered,5,71.52,Medium,Yes,2,27,Low,98
4760,xpressbees,cosmetics,Bike,Priority,north,foggy,2.74,2.53,21,21,no,delivered,3,49.92,High,No,4,21,Low,91
4761,ecom express,documents,Scooter,Instant,south,foggy,9.79,3.77,37,30,yes,delayed,3,106.32,High,Yes,5,30,Medium,76
4762,amazon logistics,electronics,Bike,Priority,north,cold,5.26,4.55,19,20,no,delivered,5,62.08,Low,Yes,4,20,Low,98
4763,delhivery,documents,Bike,Scheduled,east,clear,8.21,3.73,28,30,no,delivered,5,93.68,High,Yes,4,30,Low,95
4764,ekart,cosmetics,Scooter,Scheduled,central,cold,6.45,3.43,20,20,no,delivered,4,71.6,Low,No,5,20,Low,95
4765,dhl,pharmacy,Bike,Priority,east,stormy,8.85,4.94,29,30,yes,delayed,3,90.8,Medium,Yes,5,30,Low,97
4766,blue dart,electronics,Scooter,Instant,east,cold,8.96,3.88,31,30,yes,delayed,3,99.68,High,Yes,4,30,Low,89
4767,shadowfax,clothing,EV Scooter,Priority,north,foggy,8.24,6.02,33,26,no,delivered,5,85.92,Low,Yes,5,26,Medium,81
4768,delhivery,electronics,Bike,Instant,central,hot,0.78,3.24,19,20,no,delivered,3,34.24,High,Yes,4,20,Low,93
4769,blue dart,cosmetics,Bike,Instant,east,rainy,5.77,4.93,26,22,yes,failed,1,66.16,Medium,No,4,22,Medium,88
4770,delhivery,fragile items,EV Scooter,Scheduled,east,hot,3.16,7.33,24,14,no,delivered,5,45.28,Low,No,1,14,High,79
4771,ekart,groceries,Bike,Scheduled,east,rainy,1.94,5.62,14,11,no,delivered,5,35.52,Low,No,1,11,Low,93
4772,xpressbees,cosmetics,EV Scooter,Instant,east,cold,9.02,3.8,26,28,no,delivered,4,92.16,Medium,No,4,28,Low,100
4773,blue dart,electronics,EV Scooter,Scheduled,north,stormy,6.74,1.12,30,28,yes,failed,1,81.92,High,No,4,28,Low,87
4774,ecom express,pharmacy,EV Scooter,Scheduled,east,hot,1.33,6.17,17,13,no,delivered,5,30.64,Low,Yes,1,13,Medium,91
4775,ekart,documents,Scooter,Scheduled,east,cold,4.13,7.19,20,19,no,delivered,3,53.04,Medium,No,4,19,Low,94
4776,delhivery,fragile items,Scooter,Priority,west,clear,9.63,6.78,38,30,no,delivered,4,105.04,High,No,1,30,Medium,78
4777,dhl,furniture,Scooter,Scheduled,east,foggy,6.32,1.57,30,27,no,delivered,3,78.56,High,No,5,27,Low,84
4778,xpressbees,fragile items,EV Scooter,Instant,central,stormy,6.44,5.25,20,20,no,delivered,4,71.52,Low,No,3,20,Low,97
4779,delhivery,pharmacy,Bike,Scheduled,west,clear,2.66,5.67,22,13,yes,delayed,2,41.28,Low,No,2,13,High,80
4780,delhivery,furniture,Scooter,Priority,north,clear,2.78,7.55,17,17,no,delivered,4,42.24,Medium,No,1,17,Low,99
4781,amazon logistics,automobile parts,Bike,Instant,central,stormy,1.95,3.97,28,19,no,delivered,4,35.6,Medium,Yes,1,19,High,81
4782,shadowfax,automobile parts,Scooter,Scheduled,east,rainy,9.72,6.33,37,30,yes,failed,1,97.76,Medium,Yes,1,30,Medium,85
4783,dhl,furniture,Scooter,Instant,west,foggy,9.14,5.77,36,30,no,delivered,3,101.12,High,No,2,30,Medium,81
4784,xpressbees,groceries,Scooter,Priority,south,hot,3.63,0.63,23,22,no,delivered,3,49.04,Medium,Yes,4,22,Low,94
4785,amazon logistics,pharmacy,EV Scooter,Instant,west,hot,5.65,5.98,23,25,no,delivered,4,65.2,Medium,Yes,5,25,Low,99
4786,dhl,clothing,EV Scooter,Scheduled,central,cold,2.46,5.27,21,19,no,delivered,5,39.68,Medium,Yes,2,19,Low,94
4787,shadowfax,groceries,Bike,Scheduled,north,clear,1.82,7.61,16,14,no,delivered,4,34.56,Low,Yes,1,14,Low,95
4788,delhivery,fragile items,Scooter,Scheduled,west,clear,5.64,3.27,28,25,no,delivered,4,65.12,Medium,Yes,4,25,Low,90
4789,ekart,automobile parts,Bike,Scheduled,west,clear,8.1,1.59,37,30,no,delivered,4,92.8,High,No,1,30,Medium,80
4790,shadowfax,groceries,Scooter,Priority,south,hot,8.69,4.1,33,28,no,delivered,3,89.52,Medium,No,1,28,Medium,89
4791,blue dart,groceries,Scooter,Priority,south,clear,3.44,2.13,20,18,no,delivered,4,47.52,Medium,No,1,18,Low,95
4792,ecom express,fragile items,Scooter,Instant,east,foggy,7.2,3.05,24,24,no,delivered,5,77.6,Low,Yes,2,24,Low,98
4793,ecom express,clothing,EV Scooter,Priority,east,clear,5.48,3.65,32,22,no,delivered,4,63.84,Medium,No,4,22,High,76
4794,ekart,electronics,EV Scooter,Instant,east,hot,1.78,3.22,14,15,yes,delayed,2,34.24,Medium,No,5,15,Low,97
4795,dhl,electronics,Scooter,Instant,central,hot,9.96,5.47,37,30,no,delivered,5,99.68,Medium,No,5,30,Medium,81
4796,blue dart,electronics,Scooter,Priority,central,stormy,9.77,3.05,33,30,no,delivered,4,106.16,High,No,3,30,Low,86
4797,fedex,fragile items,Scooter,Priority,central,cold,1.88,6.84,29,19,no,delivered,4,43.04,High,No,5,19,High,70
4798,blue dart,electronics,Bike,Scheduled,east,stormy,9.36,3.78,31,30,no,delivered,4,94.88,Medium,Yes,3,30,Low,95
4799,dhl,documents,EV Scooter,Instant,west,hot,9.21,0.96,33,25,no,delivered,5,93.68,Low,No,1,25,Medium,83
4800,fedex,pharmacy,Scooter,Scheduled,north,foggy,3.52,0.87,22,17,no,delivered,5,48.16,Low,Yes,3,17,Medium,87
4801,shadowfax,pharmacy,Scooter,Instant,north,cold,5.79,1.88,33,26,yes,delayed,3,74.32,High,No,3,26,Medium,78
4802,shadowfax,fragile items,Bike,Priority,west,foggy,9.51,2.45,29,29,yes,delayed,3,96.08,Medium,No,4,29,Low,96
4803,blue dart,automobile parts,EV Scooter,Priority,west,rainy,1.62,4.97,28,22,yes,delayed,3,40.96,High,Yes,4,22,Medium,79
4804,amazon logistics,groceries,Scooter,Instant,north,stormy,3.52,2.65,16,17,no,delivered,5,48.16,Low,Yes,3,17,Low,99
4805,xpressbees,documents,Bike,Priority,west,rainy,8.86,3.18,33,30,no,delivered,4,98.88,High,Yes,1,30,Low,88
4806,xpressbees,electronics,Scooter,Instant,west,hot,7.41,2.34,25,21,no,delivered,4,79.28,Low,No,1,21,Medium,91
4807,fedex,automobile parts,Scooter,Instant,west,stormy,7.77,3.38,30,22,no,delivered,5,82.16,Low,No,1,22,Medium,83
4808,ecom express,groceries,Bike,Priority,east,foggy,8.86,7.63,39,30,no,delivered,4,98.88,High,No,5,30,High,72
4809,dhl,automobile parts,EV Scooter,Scheduled,west,clear,4.43,2.47,29,20,no,delivered,4,55.44,Medium,No,5,20,High,77
4810,amazon logistics,groceries,EV Scooter,Scheduled,west,foggy,4.41,8,28,20,no,delivered,3,55.28,Medium,No,2,20,Medium,82
4811,blue dart,cosmetics,Bike,Priority,east,stormy,4.71,1.14,25,20,yes,failed,1,57.68,Medium,No,3,20,Medium,87
4812,ekart,pharmacy,Bike,Scheduled,east,stormy,9.37,1.48,35,25,no,delivered,5,94.96,Low,No,5,25,High,75
4813,fedex,cosmetics,Bike,Priority,west,clear,8.99,4.38,28,27,no,delivered,3,91.92,Low,Yes,5,27,Low,93
4814,shadowfax,pharmacy,Bike,Scheduled,north,clear,9.37,7.01,33,28,no,delivered,4,94.96,Low,Yes,4,28,Medium,86
4815,xpressbees,documents,Bike,Priority,central,hot,3.1,3.11,27,21,no,delivered,4,44.8,Medium,Yes,4,21,Medium,84
4816,ekart,electronics,Bike,Priority,central,rainy,7.9,3.21,32,22,yes,delayed,2,83.2,Low,No,5,22,High,75
4817,amazon logistics,electronics,Scooter,Scheduled,east,cold,1.51,1.78,12,11,yes,failed,2,32.08,Low,No,1,11,Low,97
4818,ekart,groceries,Bike,Instant,central,rainy,2.26,4.1,23,19,yes,delayed,2,38.08,Medium,Yes,3,19,Medium,89
4819,fedex,automobile parts,Bike,Scheduled,west,foggy,7.74,1.91,30,30,no,delivered,5,89.92,High,Yes,4,30,Low,91
4820,ecom express,pharmacy,Scooter,Priority,east,cold,6.31,2.04,32,26,yes,delayed,2,70.48,Medium,Yes,1,26,Medium,87
4821,fedex,cosmetics,Scooter,Priority,east,clear,3.04,5.36,24,16,no,delivered,5,44.32,Low,Yes,2,16,Medium,82
4822,xpressbees,documents,EV Scooter,Instant,west,cold,5.89,1.33,18,19,no,delivered,4,67.12,Low,No,4,19,Low,98
4823,ecom express,furniture,Scooter,Scheduled,south,clear,2.69,5.74,22,17,no,delivered,3,41.52,Medium,No,2,17,Medium,88
4824,ecom express,groceries,Bike,Instant,east,rainy,2.71,5.73,26,16,yes,delayed,2,41.68,Low,Yes,4,16,High,76
4825,fedex,clothing,Scooter,Priority,east,rainy,7.03,7.85,20,21,no,delivered,4,76.24,Low,No,1,21,Low,100
4826,dhl,pharmacy,Bike,Instant,east,hot,3.91,0.23,30,26,no,delivered,5,59.28,High,Yes,2,26,Medium,85
4827,blue dart,groceries,Scooter,Instant,east,stormy,7.04,4.24,30,21,yes,delayed,2,76.32,Low,No,5,21,High,77
4828,fedex,groceries,Scooter,Instant,north,foggy,5.03,2.48,27,17,no,delivered,5,60.24,Low,No,3,17,High,77
4829,ecom express,pharmacy,Bike,Scheduled,west,stormy,5.27,5.53,26,17,yes,delayed,2,62.16,Low,No,1,17,High,81
4830,fedex,electronics,EV Scooter,Instant,east,stormy,6.24,5.44,36,27,no,delivered,3,77.92,High,No,2,27,High,75
4831,dhl,automobile parts,Bike,Instant,north,hot,7.26,7.8,32,28,no,delivered,5,78.08,Medium,Yes,2,28,Medium,90
4832,delhivery,documents,EV Scooter,Scheduled,south,foggy,4.05,0.46,24,23,yes,failed,1,60.4,High,No,2,23,Low,91
4833,dhl,cosmetics,Bike,Priority,east,cold,8.6,1.24,33,26,no,delivered,5,88.8,Low,Yes,2,26,Medium,84
4834,ekart,cosmetics,EV Scooter,Instant,west,foggy,5.17,6.54,23,21,no,delivered,5,61.36,Medium,No,1,21,Low,95
4835,ecom express,clothing,Scooter,Instant,south,cold,1.81,4.32,19,18,no,delivered,5,34.48,Medium,Yes,1,18,Low,97
4836,fedex,documents,EV Scooter,Priority,central,hot,2.34,6.96,23,23,no,delivered,4,46.72,High,Yes,4,23,Low,91
4837,blue dart,groceries,Scooter,Scheduled,west,foggy,0.81,0.56,13,10,yes,failed,1,26.48,Low,No,5,10,Low,89
4838,delhivery,fragile items,Scooter,Scheduled,north,rainy,7.76,5.78,38,30,yes,delayed,2,90.08,High,No,3,30,Medium,76
4839,amazon logistics,pharmacy,Bike,Priority,north,stormy,0.64,4.21,26,16,yes,delayed,2,25.12,Medium,Yes,5,16,High,75
4840,ecom express,furniture,EV Scooter,Instant,west,clear,3.06,5.07,26,17,yes,delayed,2,44.48,Low,Yes,2,17,High,80
4841,xpressbees,fragile items,Scooter,Scheduled,east,foggy,4.42,4.92,25,23,yes,delayed,2,55.36,Medium,Yes,4,23,Low,92
4842,blue dart,furniture,Scooter,Instant,north,stormy,7.55,1,27,29,no,delivered,5,80.4,Medium,Yes,3,29,Low,100
4843,delhivery,fragile items,Bike,Instant,central,foggy,9.89,7.47,27,26,no,delivered,5,99.12,Low,No,4,26,Low,94
4844,blue dart,cosmetics,Scooter,Priority,north,clear,7.7,7.44,31,30,no,delivered,5,89.6,High,No,4,30,Low,89
4845,xpressbees,clothing,Bike,Instant,east,stormy,1.13,7.37,21,18,yes,delayed,3,37.04,High,No,5,18,Low,84
4846,xpressbees,groceries,Scooter,Instant,north,cold,9.31,4.42,30,25,no,delivered,4,94.48,Low,No,1,25,Medium,89
4847,amazon logistics,electronics,Bike,Priority,central,foggy,9.86,2.18,33,30,no,delivered,4,106.88,High,No,1,30,Low,88
4848,delhivery,documents,Bike,Scheduled,east,foggy,8.74,0.83,32,24,yes,delayed,2,89.92,Low,No,1,24,Medium,83
4849,blue dart,electronics,EV Scooter,Priority,west,hot,5.15,7.48,34,28,no,delivered,5,69.2,High,Yes,2,28,Medium,81
4850,ecom express,electronics,Bike,Scheduled,central,clear,3.59,7.91,15,14,no,delivered,5,48.72,Low,No,4,14,Low,94
4851,ecom express,electronics,Bike,Priority,south,cold,4.85,4.02,29,21,no,delivered,5,58.8,Medium,No,4,21,Medium,80
4852,xpressbees,cosmetics,Bike,Instant,south,foggy,2.84,5.63,22,17,no,delivered,5,42.72,Medium,No,3,17,Medium,87
4853,delhivery,groceries,EV Scooter,Scheduled,west,hot,4.35,0.76,29,23,yes,delayed,2,54.8,Medium,Yes,1,23,Medium,87
4854,delhivery,furniture,EV Scooter,Scheduled,central,rainy,0.9,5.93,24,18,no,delivered,5,35.2,High,No,4,18,Medium,79
4855,delhivery,cosmetics,Scooter,Instant,north,rainy,7.49,1.46,20,21,no,delivered,3,79.92,Low,No,3,21,Low,99
4856,xpressbees,fragile items,Scooter,Scheduled,east,hot,4.11,2.71,28,22,no,delivered,4,52.88,Medium,Yes,3,22,Medium,85
4857,amazon logistics,furniture,EV Scooter,Scheduled,south,rainy,3.47,0.31,23,25,yes,delayed,2,55.76,High,Yes,3,25,Low,96
4858,shadowfax,furniture,EV Scooter,Scheduled,north,hot,6.31,5.15,35,30,no,delivered,3,78.48,High,Yes,5,30,Medium,80
4859,ekart,pharmacy,Bike,Instant,north,hot,7.55,7.67,30,25,no,delivered,5,80.4,Low,Yes,3,25,Medium,87
4860,xpressbees,groceries,Bike,Instant,east,hot,6.14,7.76,29,23,no,delivered,5,69.12,Medium,No,4,23,Medium,84
4861,delhivery,groceries,Bike,Instant,north,hot,5.49,3.52,32,22,no,delivered,5,63.92,Medium,No,3,22,High,77
4862,amazon logistics,documents,Scooter,Instant,west,foggy,8.82,6.84,35,30,yes,delayed,2,98.56,High,Yes,4,30,Medium,81
4863,ecom express,clothing,EV Scooter,Scheduled,north,cold,7.98,6.65,27,25,no,delivered,4,83.84,Low,Yes,1,25,Low,95
4864,xpressbees,clothing,Bike,Instant,east,cold,5.45,1.66,28,22,no,delivered,5,63.6,Medium,No,2,22,Medium,86
4865,amazon logistics,pharmacy,Scooter,Scheduled,south,foggy,4.79,2.57,24,21,no,delivered,5,58.32,Medium,No,4,21,Low,90
4866,shadowfax,fragile items,EV Scooter,Priority,east,clear,8.36,6.44,30,30,no,delivered,3,94.88,High,Yes,4,30,Low,91
4867,fedex,groceries,Scooter,Priority,north,clear,0.9,6.74,22,14,no,delivered,3,27.2,Medium,No,4,14,Medium,80
4868,ekart,electronics,Bike,Scheduled,north,foggy,9.96,6.76,39,29,no,delivered,5,99.68,Low,Yes,5,29,High,75
4869,ecom express,pharmacy,Scooter,Scheduled,south,clear,5.43,6.24,35,29,no,delivered,5,71.44,High,Yes,2,29,Medium,81
4870,xpressbees,automobile parts,EV Scooter,Priority,west,cold,4.26,6.75,34,27,no,delivered,4,62.08,High,Yes,3,27,Medium,78
4871,blue dart,furniture,Scooter,Priority,east,foggy,7.48,1.71,28,28,yes,failed,1,79.84,Medium,Yes,5,28,Low,95
4872,ecom express,electronics,EV Scooter,Scheduled,south,foggy,5.8,1.54,29,22,no,delivered,4,66.4,Medium,No,1,22,Medium,85
4873,delhivery,electronics,Bike,Priority,east,stormy,5.4,4.15,24,25,no,delivered,4,63.2,Medium,Yes,3,25,Low,99
4874,shadowfax,furniture,EV Scooter,Scheduled,central,cold,6.49,0.95,33,24,no,delivered,4,71.92,Medium,No,5,24,High,77
4875,blue dart,fragile items,EV Scooter,Scheduled,central,stormy,0.97,6.77,16,17,no,delivered,5,27.76,Medium,Yes,3,17,Low,99
4876,shadowfax,electronics,Scooter,Scheduled,east,hot,3.27,5.94,19,21,no,delivered,3,46.16,Medium,Yes,1,21,Low,100
4877,dhl,cosmetics,EV Scooter,Scheduled,east,stormy,4.28,4.74,24,20,yes,delayed,2,54.24,Medium,No,2,20,Medium,90
4878,dhl,fragile items,EV Scooter,Priority,south,foggy,3.39,6.57,20,22,no,delivered,5,55.12,High,No,3,22,Low,96
4879,xpressbees,electronics,Scooter,Scheduled,west,clear,8.36,4.59,29,30,no,delivered,5,94.88,High,No,3,30,Low,94
4880,xpressbees,clothing,Scooter,Instant,central,hot,4.88,7.5,25,20,no,delivered,3,59.04,Low,Yes,4,20,Medium,86
4881,dhl,electronics,EV Scooter,Scheduled,central,foggy,4.51,0.82,18,19,yes,delayed,2,56.08,Low,Yes,2,19,Low,100
4882,ecom express,pharmacy,Scooter,Priority,south,cold,6.32,1.01,25,23,no,delivered,4,70.56,Medium,No,3,23,Low,93
4883,fedex,clothing,Bike,Priority,west,clear,1.02,0.84,22,18,no,delivered,4,36.16,High,No,5,18,Medium,82
4884,blue dart,automobile parts,Bike,Scheduled,north,cold,5.41,0.41,29,26,no,delivered,5,71.28,High,No,4,26,Low,85
4885,delhivery,electronics,Scooter,Scheduled,north,hot,1.85,1.99,29,22,no,delivered,5,42.8,High,Yes,3,22,Medium,78
4886,blue dart,pharmacy,Scooter,Priority,west,rainy,8.38,3.48,29,27,yes,delayed,2,87.04,Medium,No,5,27,Low,91
4887,xpressbees,fragile items,EV Scooter,Scheduled,east,stormy,4.79,0.9,26,28,yes,delayed,3,66.32,High,Yes,4,28,Low,95
4888,fedex,clothing,Scooter,Priority,south,hot,7.37,6.08,29,29,no,delivered,5,86.96,High,No,4,29,Low,91
4889,dhl,documents,Bike,Priority,east,hot,1.58,4.88,16,11,no,delivered,4,32.64,Low,No,3,11,Medium,87
4890,fedex,fragile items,Bike,Instant,east,rainy,7.9,3.36,29,22,no,delivered,5,83.2,Low,No,3,22,Medium,83
4891,amazon logistics,electronics,EV Scooter,Priority,south,hot,9.41,7.2,30,30,no,delivered,5,103.28,High,Yes,3,30,Low,92
4892,shadowfax,groceries,Bike,Instant,east,clear,7.11,4.71,32,25,no,delivered,4,76.88,Medium,No,5,25,Medium,81
4893,delhivery,documents,Bike,Priority,north,clear,1.79,4.8,19,11,no,delivered,5,34.32,Low,No,4,11,Medium,80
4894,delhivery,electronics,EV Scooter,Scheduled,west,foggy,4.43,7.7,24,16,yes,delayed,3,55.44,Low,No,5,16,Medium,79
4895,fedex,furniture,Bike,Scheduled,central,clear,4.78,6.34,34,24,no,delivered,4,58.24,Medium,Yes,1,24,High,79
4896,dhl,furniture,Bike,Scheduled,east,stormy,2.2,4.83,25,19,no,delivered,4,37.6,Medium,Yes,1,19,Medium,87
4897,amazon logistics,groceries,EV Scooter,Scheduled,west,rainy,6.11,4.29,34,27,yes,delayed,2,76.88,High,No,4,27,Medium,77
